Reino,Subreino,Rama,Grado,Serie,Phylum,Subphylum,Superclase,Clase,Superorden,Orden,Suborden,Superfamilia,Familia,Subfamilia,Género,Especie,Descripción,Subclase,Infraclase,Infraorden
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Crustacea,,Malacostraca,Eucarida,Decapoda,Pleocyemata,Leucosioidea,Calappidae,,Calappa,granulata,"   Este cangrejo presenta un caparazón muy abombado, más ancho que largo, de más de 10 centímetros, con 4 surcos longitudinales más marcados en la zona posterior. La parte anterior es claramente convexa, y el rostro está provisto de dos pequeños dientes.     La parte posterior del caparazón presenta tubérculos muy visibles y unas expansiones laterales debajo de las cuales oculta las patas. El primer par de éstas está provisto de fuertes pinzas que tienen en su extremo dorsal una especie de cresta de 4 dientes y varios gránulos menores. La pinza derecha presenta dos lóbulos romos en la base del dedo móvil.     El caparazón es de color amarillento, con un moteado rojizo.     Se alimenta principalmente de bivalvos, cuyas conchas abre con gran facilidad gracias a las modificaciones de sus pinzas.     Durante los periodos de descanso y cuando el animal se siente amenazado, cubre el rostro con las anchas pinzas para protegerlo.     Se distribuye por el Mar Mediterráneo y las costas orientales del Atántico, incluyendo las islas Azores, Madeira y Canarias, preferentemente sobre fondos arenosos o fangosos, desde los 20 a los 100 metros de profundidad.  Rev: febrero-08 ",,,Brachyura
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Hymenoptera,Apocrita,Vespoidea,Formicidae,Formicinae,Lasius,niger,"   Estas hormigas son de color marrón oscuro o negro, y muestran un pequeño segmento en la cintura, el pedicelo. Las obreras miden 4 ó 5 milímetros de longitud, mientras que las reinas pueden alcanzar un centímetro y medio.     Las reinan hibernan en la tierra, ponen huevos al final de la primavera y las primeras larvas nacen 3 ó 4 semanas después. Estas larvas se alimentan de las secreciones de las glándulas salivales de la propia reina hasta que las primeras obreras pueden dedicarse al cuidado de las larvas, la construcción del hormiguero y la búsqueda de alimentos.     Los animales sexuados aparecen al final del verano y los machos mueren después del apareamiento.     Los hormigueros se sitúan en lugares soleados, en la base de muros y otras edificaciones, casi siempre en el exterior en estos casos.     Las obreras recolectoras siguen senderos bien delimitados entre el hormiguero y las fuentes de alimentación. Prefieren alimentos dulces y con alto nivel de proteínas.     Es una de las hormigas más comunes del hemisferio norte.  Rev: febrero-08 ",Pterygota,Neoptera,Aculeata
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Diptera,Brachycera,Oestroidea,Calliphoridae,Calliphorinae,Calliphora,hilli,"   Esta mosca cría en cadáveres de diversos animales. También es responsable de miasis en ovejas, aunque no en demasiadas ocasiones.     Presenta unos pelillos amarillos característicos  en la superfice dorsal media del tergito 5.     Es relativamente común en el sureste australiano, Tasmania y Nueva Zelanda.  Rev: agosto-14 ",Pterygota,Neoptera,Muscomorpha
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Diptera,Nematocera,Sciaroidea,Cecidomyiidae,,Dryomyia,lichtensteini,"   Este pequeño díptero induce agallas en el envés de las hojas de las encinas y más raramente en las de los alcornoques.     Los adultos aparecen entre abril y mayo. Las hembras realizan la puesta de unos 150 huevos en los brotes jóvenes del árbol.     Cuando aparecen las hojas nuevas, las larvas nacidas a finales de mayo o principios de junio, se alimentan en el haz de la hoja; entonces, como respuesta, el árbol produce las agallas en el envés de la hoja. Se trata de un abultamiento duro, de forma ovoide, del mismo color que el resto de la hoja y de 2 ó 3 milímetros de diámetro. Las larvas pasan el invierno en el interior de las agallas, desplazándose activamente para asegurar el crecimiento regular de la misma.     La pupación también se produce en el interior de la agalla, y los adultos emergen abriéndola por el haz de la hoja.     Este animal se encuentra repartido por toda la Península Ibérica.   Rev: febrero-08 ",Pterygota,Neoptera,Bibionomorpha
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Hymenoptera,Apocrita,Chrysidoidea,Chrysididae,Chrysidinae,Chrysis,ignita,"   La cabeza y el tórax de esta pequeña avispa tienen una coloración que varía entre el verde brillante y el azul, a veces con capas de brillo dorado. Los ojos son grandes y bien desarrollados. El abdomen es de color rojo profundo, muy llamativo y sólo tiene tres segmentos visibles, tanto en los machos como en las hembras. El aguijón no es funcional como medio defensivo y se usa sólo de ovospositor. Miden entre 5 y 10 milímetros de tamaño.      El exoesqueleto, muy esclerotizado, presenta una textura de hoyuelos que semejan a una pelota de golf. Cuando son molestadas se encogen en forma de bola, protegiendo las partes abdominales blandas. Esta misma estrategia impide que las avispas parasitadas le claven sus aguijones.     Parasitan una amplia variedad de avispas solitarias. Depositan sus huevos en los nidos de los hospedadores y las larvas, que nacen antes, se alimentan de los huevos o de las larvas de la especie hospedadora.     Se puede encontrar por todo el Paleártico, aunque no es muy numerosa.     Se trata de un grupo de especies muy difíciles de diferenciar sin recurrir a estudios pormenorizados de la genitalia. Proponemos Chrysis ignita por ser la especie más común del grupo.  Rev: julio-18 ",Pterygota,Neoptera,Aculeata
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Coleoptera,Polyphaga,Cucujoidea,Coccinellidae,Coccinellinae,Synharmonia,lyncea,"   Esta mariquita presenta un fondo negro en el que destacan media docena de grandes manchas amarillas o marfileñas en cada élitro. El escutelo es también negro con una amplia marca blanca en la parte de la cabeza, que resulta casi invisible.  Rev: febrero-08 ",Pterygota,Neoptera,Cucujiformia
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Coleoptera,Polyphaga,Buprestoidea,Buprestidae,Buprestinae,Buprestis,octoguttata,"   Estos escarabajos presentan un precioso brillo metálico, con irisaciones verdes y azules, y grandes manchas de color amarillo claro alineadas sobre los élitros, muy visibles en el borde interior.     Las larvas son xilófagas y excavan galerías en el interior de la madera de diversas especies, preferentemente pinos.  Rev: febrero-08 ",Pterygota,Neoptera,Elateriformia
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Diptera,Brachycera,Oestroidea,Calliphoridae,Calliphorinae,Calliphora,vicina,"   Esta moscarda grande presenta un bello color azul grisáceo metalizado en el tórax y en el abdomen. Mide alrededor de un centímetro de tamaño.     Las larvas se desarrollan sobre cadáveres en descomposición y tienen un ciclo de desarrollo de 38 días por término medio, aunque este tiempo está directamente relacionado con la temperatura ambiente.     Durante el invierno, esta especie es la principal consumidora de cadáveres, y la primera que aparece sobre ellos, mientras que durante el resto del año, son otras las especies dominantes.  Rev: agosto-10 ",Pterygota,Neoptera,Muscomorpha
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,Amphiesmenoptera,Lepidoptera,Glossata,Hesperioidea,Hesperiidae,Pyrginae,Carcharodus,alceae,"   El diseño ajedrezado de la cara superior de las alas de estas mariposas es muy variable en los distintos individuos. Suelen presentar pequeños puntos hialinos en las alas anteriores, más visibles en las hembras. Las antenas son claviformes, y están dobladas en forma de gancho en el extremo.     Los imagos vuelan entre marzo y noviembre, en generaciones sucesivas, en función de las condiciones climáticas.    Las larvas se alimentan de diversas malváceas (Malvaceae), como los géneros Malva, Althea, Lavatera e Hibiscus. Pasaran el invierno en estado larval y puparán a principio de la primavera. Suelen posarse con el abdomen curiosamente curvado hacia arriba.     Se distribuye por las regiones templadas de Europa y Asia, desde la Península Ibérica, hasta el sur de Siberia y el norte de India. Aparecen en hábitats abiertos.  Rev: febrero-08 ",Pterygota,Neoptera,Neolepidoptera
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Coleoptera,Polyphaga,Elateroidea,Cebrionidae,,Cebrio,superbus," Cebrio superbus es un escarabajo endémico de la Península Ibérica, citado en poblaciones de las provincias de Valencia, Alicante, Murcia, Albacete, Cuenca, Guadalajara, Jaén y Cádiz.     Son animales de buen tamaño, con la cabeza bien diferenciada y dotada de grandes ojos. Las hembras tienen los élitros reducidos y carecen de alas posteriores, por lo que no pueden volar, suelen ser más voluminosas que los machos y poseen unas antenas más cortas.     Si bien son negros por la parte superior, por la inferior muestran una bella coloración dorada.  Rev: febrero-08 ",Pterygota,Neoptera,Elateriformia
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Hemiptera,Clypeorrhyncha,Cercopoidea,Cercopidae,,Cercopis,sanguinolenta,"   Los adultos de esta cigarra superan el centímetro de longitud. Son negros, con brillantes marcas rojas en las alas delanteras y en los tarsos, incluyendo las ""rodillas"". Los juveniles tienen una coloración pálida amarillenta o verdosa.     Se alimentan de los jugos de diversas hierbas y arbustos.     Depositan los huevos en el interior de una secreción espumosa y espesa visible sobre la planta, en las que también se desarrollan las ninfas en sus primeros estadios. Después se dejan caer al suelo y se alimentan de raíces.     Se distribuye por toda Europa, excepto en las regiones más septentrionales.  Rev: diciembre-10 ",Pterygota,Neoptera,
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Coleoptera,Polyphaga,Scarabaeoidea,Scarabaeidae,Cetoniinae,Cetonischema,aeruginosa,"   Este hermoso escarabajo aparece en diversas zonas del centro y este de la Península Ibérica.     Presentan un aspecto voluminoso, ligeramente plano convexo, de color verde metálico con reflejos broncíneos por todas partes, incluidas las patas. Los élitros son completamente lisos. Su tamaño se acerca a los 3 centímetros.     El ciclo vital dura uno o dos años, dependiendo de las condiciones ambientales. Las larvas se alimentan de madera en putrefacción. Los adultos, que vuelan entre mayo y septiembre, se pueden observar sobre diversas inflorescencias.     Su área de distribución comprende gran parte de Europa Central y Meridional, y Asia Menor.  Rev: febrero-08 ",Pterygota,Neoptera,Scarabaeiformia
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Chlorophorus,sartor,"   Este escarabajo longicornio mide entre 7 y 11 milímetros de longitud corporal. El cuerpo es negro, con tres marcas curvas sobre los élitros, de color blanco.     El ciclo vital dura 2 años, durante la mayor parte de los cuales, las larvas se alimentan de la madera de diversas especies de árboles de hoja caduca (Quercus, Ulmus, Crataegus, etc.). Los imagos vuelan el segundo año, entre mayo y julio.     Aparecen prácticamente por toda Europa -excepto en lar regiones más septentrionales-, y el Oriente Próximo hasta Irán. A pesar de su amplia distribución, son bastantes escasos.  Rev: febrero-08 ",Pterygota,Neoptera,Cucujiformia
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Diptera,Brachycera,Syrphoidea,Syrphidae,Eristalinae,Parhelophilus,versicolor,"   Estas moscas de las flores presentan una coloración amarillo-anaranjada, bandas longitudinales negras sobre el tórax y diversas marcas negras transversales en el abdomen.     Los huevos son puestos sobre la superficie de aguas quietas, donde se desarrollan las larvas.  Rev: febrero-08 ",Pterygota,Neoptera,Muscomorpha
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Hymenoptera,Apocrita,Vespoidea,Scoliidae,Scoliinae,Megascolia,maculata,"   Las hembras de estos enormes himenópteros, que son algo más grandes que los machos, pueden superar los 4 centímetros de longitud corporal y los 6 de envergadura alar.     Son completamente negras, excepto dos anchas marcas amarillas transversales sobre el abdomen y, en algunos ejemplares, algunas marcas más o menos amplias en la cabeza, también amarillas, que pueden estar relacionadas con subespecies de distinto origen geográfico. Las antenas son de color negro. Tienen unas poderosas mandíbulas y las hembras un aguijón de buen tamaño, aunque su picadura no reviste, en principio, gravedad. También son destacables sus formidables patas espinosas.      Los adultos se alimentan de néctar de diversas flores.     Las hembras parasitan las grandes larvas de los escarabajos, sobre todo del escarabajo rinoceronte; después de picarlas con el aguijón para paralizarlas, introducen un huevo en su interior, y allí se desarrollará la larva.     Se distribuye por las regiones cálidas de la Europa meridional.  Rev: agosto-15 ",Pterygota,Neoptera,Aculeata
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Hemiptera,Prosorrhyncha,Pentatomoidea,Pentatomidae,Podopinae,Graphosoma,semipunctatum,"   Esta chinche se parece mucho a la chinche itálica, aunque es un poco más grande, hasta 12 milímetros, y las líneas negras de los hemiélitros se interrumpen en el pronoto dibujando una fila de puntos, el borde del abdomen que queda visible es completamente rojo y las patas también son rojizas. En ambas especies, la parte inferior del abdomen aparece punteada de negro sobre rojo o anaranjado.     Son frecuentes en terrenos cálidos, sobre umbelíferas como el hinojo (Foeniculum vulgare), la zanahoria silvestre (Daucus carota) o el cardo corredor (Eryngium campestre), a los que chupan la savia.     Las hembras depositan los huevos sobre las mismas plantas nutricias.     Se distribuye por las regiones mediterráneas de Europa y el norte de África.  Rev: enero-11 ",Pterygota,Neoptera,Pentatomomorpha
